suicides_no,country,sex,year,age
7,Puerto Rico,female,2013,25-34 years
9,Puerto Rico,female,2013,55-74 years
2,Puerto Rico,female,2013,15-24 years
1,Puerto Rico,female,2013,5-14 years
1,Puerto Rico,male,2013,5-14 years
0,Puerto Rico,female,2013,75+ years
75,Puerto Rico,male,2014,55-74 years
15,Puerto Rico,male,2014,75+ years
56,Puerto Rico,male,2014,35-54 years
20,Puerto Rico,male,2014,25-34 years
20,Puerto Rico,male,2014,15-24 years
15,Puerto Rico,female,2014,35-54 years
10,Puerto Rico,female,2014,55-74 years
4,Puerto Rico,female,2014,25-34 years
2,Puerto Rico,male,2014,5-14 years
2,Puerto Rico,female,2014,15-24 years
1,Puerto Rico,female,2014,75+ years
0,Puerto Rico,female,2014,5-14 years
25,Puerto Rico,male,2015,75+ years
66,Puerto Rico,male,2015,55-74 years
74,Puerto Rico,male,2015,35-54 years
26,Puerto Rico,male,2015,25-34 years
9,Puerto Rico,male,2015,15-24 years
10,Puerto Rico,female,2015,55-74 years
5,Puerto Rico,female,2015,25-34 years
7,Puerto Rico,female,2015,35-54 years
2,Puerto Rico,female,2015,15-24 years
1,Puerto Rico,female,2015,75+ years
1,Puerto Rico,male,2015,5-14 years
0,Puerto Rico,female,2015,5-14 years
0,Qatar,female,1995,15-24 years
0,Qatar,female,1995,25-34 years
0,Qatar,female,1995,35-54 years
0,Qatar,female,1995,5-14 years
0,Qatar,female,1995,55-74 years
0,Qatar,female,1995,75+ years
0,Qatar,male,1995,15-24 years
0,Qatar,male,1995,25-34 years
0,Qatar,male,1995,35-54 years
0,Qatar,male,1995,5-14 years
0,Qatar,male,1995,55-74 years
0,Qatar,male,1995,75+ years
4,Qatar,female,2001,35-54 years
11,Qatar,male,2001,35-54 years
5,Qatar,male,2001,25-34 years
2,Qatar,male,2001,15-24 years
1,Qatar,female,2001,25-34 years
0,Qatar,female,2001,15-24 years
0,Qatar,female,2001,5-14 years
0,Qatar,female,2001,55-74 years
0,Qatar,female,2001,75+ years
0,Qatar,male,2001,5-14 years
0,Qatar,male,2001,55-74 years
0,Qatar,male,2001,75+ years
14,Qatar,male,2004,35-54 years
4,Qatar,male,2004,25-34 years
2,Qatar,male,2004,15-24 years
1,Qatar,female,2004,25-34 years
0,Qatar,female,2004,15-24 years
0,Qatar,female,2004,35-54 years
0,Qatar,female,2004,5-14 years
0,Qatar,female,2004,55-74 years
0,Qatar,female,2004,75+ years
0,Qatar,male,2004,5-14 years
0,Qatar,male,2004,55-74 years
0,Qatar,male,2004,75+ years
7,Qatar,male,2005,15-24 years
5,Qatar,male,2005,25-34 years
1,Qatar,male,2005,55-74 years
1,Qatar,female,2005,25-34 years
3,Qatar,male,2005,35-54 years
0,Qatar,female,2005,15-24 years
0,Qatar,female,2005,35-54 years
0,Qatar,female,2005,5-14 years
0,Qatar,female,2005,55-74 years
0,Qatar,female,2005,75+ years
0,Qatar,male,2005,5-14 years
0,Qatar,male,2005,75+ years
1,Qatar,male,2006,75+ years
13,Qatar,male,2006,35-54 years
2,Qatar,female,2006,15-24 years
7,Qatar,male,2006,25-34 years
1,Qatar,male,2006,55-74 years
2,Qatar,female,2006,25-34 years
2,Qatar,male,2006,15-24 years
1,Qatar,female,2006,35-54 years
0,Qatar,female,2006,5-14 years
0,Qatar,female,2006,55-74 years
0,Qatar,female,2006,75+ years
0,Qatar,male,2006,5-14 years
3,Qatar,male,2007,55-74 years
13,Qatar,male,2007,25-34 years
14,Qatar,male,2007,35-54 years
6,Qatar,male,2007,15-24 years
2,Qatar,female,2007,25-34 years
1,Qatar,male,2007,5-14 years
1,Qatar,female,2007,15-24 years
1,Qatar,female,2007,35-54 years
0,Qatar,female,2007,5-14 years
0,Qatar,female,2007,55-74 years
0,Qatar,female,2007,75+ years
0,Qatar,male,2007,75+ years
17,Qatar,male,2008,35-54 years
12,Qatar,male,2008,25-34 years
1,Qatar,male,2008,55-74 years
2,Qatar,female,2008,25-34 years
1,Qatar,male,2008,15-24 years
0,Qatar,female,2008,15-24 years
0,Qatar,female,2008,35-54 years
0,Qatar,female,2008,5-14 years
0,Qatar,female,2008,55-74 years
0,Qatar,female,2008,75+ years
0,Qatar,male,2008,5-14 years
0,Qatar,male,2008,75+ years
2,Qatar,male,2009,55-74 years
8,Qatar,male,2009,15-24 years
16,Qatar,male,2009,25-34 years
15,Qatar,male,2009,35-54 years
2,Qatar,female,2009,15-24 years
1,Qatar,female,2009,25-34 years
0,Qatar,female,2009,35-54 years
0,Qatar,female,2009,5-14 years
0,Qatar,female,2009,55-74 years
0,Qatar,female,2009,75+ years
0,Qatar,male,2009,5-14 years
0,Qatar,male,2009,75+ years
20,Qatar,male,2010,25-34 years
8,Qatar,male,2010,15-24 years
18,Qatar,male,2010,35-54 years
1,Qatar,female,2010,25-34 years
0,Qatar,female,2010,15-24 years
0,Qatar,female,2010,35-54 years
0,Qatar,female,2010,5-14 years
0,Qatar,female,2010,55-74 years
0,Qatar,female,2010,75+ years
0,Qatar,male,2010,5-14 years
0,Qatar,male,2010,55-74 years
0,Qatar,male,2010,75+ years
9,Qatar,male,2011,15-24 years
2,Qatar,male,2011,55-74 years
19,Qatar,male,2011,35-54 years
15,Qatar,male,2011,25-34 years
2,Qatar,female,2011,15-24 years
2,Qatar,female,2011,35-54 years
1,Qatar,female,2011,25-34 years
0,Qatar,female,2011,5-14 years
0,Qatar,female,2011,55-74 years
0,Qatar,female,2011,75+ years
0,Qatar,male,2011,5-14 years
0,Qatar,male,2011,75+ years
16,Qatar,male,2012,25-34 years
4,Qatar,female,2012,35-54 years
7,Qatar,male,2012,15-24 years
14,Qatar,male,2012,35-54 years
1,Qatar,male,2012,55-74 years
1,Qatar,female,2012,25-34 years
0,Qatar,female,2012,15-24 years
0,Qatar,female,2012,5-14 years
0,Qatar,female,2012,55-74 years
0,Qatar,female,2012,75+ years
0,Qatar,male,2012,5-14 years
0,Qatar,male,2012,75+ years
8,Qatar,male,2013,15-24 years
15,Qatar,male,2013,25-34 years
13,Qatar,male,2013,35-54 years
1,Qatar,female,2013,25-34 years
0,Qatar,female,2013,15-24 years
0,Qatar,female,2013,35-54 years
0,Qatar,female,2013,5-14 years
0,Qatar,female,2013,55-74 years
0,Qatar,female,2013,75+ years
0,Qatar,male,2013,5-14 years
0,Qatar,male,2013,55-74 years
0,Qatar,male,2013,75+ years
1,Qatar,female,2014,55-74 years
12,Qatar,male,2014,15-24 years
23,Qatar,male,2014,35-54 years
2,Qatar,male,2014,55-74 years
15,Qatar,male,2014,25-34 years
1,Qatar,female,2014,15-24 years
1,Qatar,female,2014,25-34 years
0,Qatar,female,2014,35-54 years
0,Qatar,female,2014,5-14 years
0,Qatar,female,2014,75+ years
0,Qatar,male,2014,5-14 years
0,Qatar,male,2014,75+ years
13,Qatar,male,2015,15-24 years
23,Qatar,male,2015,35-54 years
20,Qatar,male,2015,25-34 years
5,Qatar,female,2015,35-54 years
2,Qatar,female,2015,15-24 years
2,Qatar,female,2015,25-34 years
1,Qatar,male,2015,55-74 years
0,Qatar,female,2015,5-14 years
0,Qatar,female,2015,55-74 years
0,Qatar,female,2015,75+ years
0,Qatar,male,2015,5-14 years
0,Qatar,male,2015,75+ years
13,Qatar,male,2016,15-24 years
27,Qatar,male,2016,35-54 years
21,Qatar,male,2016,25-34 years
2,Qatar,male,2016,55-74 years
3,Qatar,female,2016,35-54 years
2,Qatar,female,2016,25-34 years
0,Qatar,female,2016,15-24 years
0,Qatar,female,2016,55-74 years
0,Qatar,female,2016,75+ years
0,Qatar,male,2016,75+ years
42,Republic of Korea,male,1985,75+ years
393,Republic of Korea,male,1985,55-74 years
903,Republic of Korea,male,1985,35-54 years
655,Republic of Korea,male,1985,25-34 years
678,Republic of Korea,male,1985,15-24 years
38,Republic of Korea,female,1985,75+ years
161,Republic of Korea,female,1985,55-74 years
296,Republic of Korea,female,1985,15-24 years
228,Republic of Korea,female,1985,25-34 years
262,Republic of Korea,female,1985,35-54 years
20,Republic of Korea,male,1985,5-14 years
13,Republic of Korea,female,1985,5-14 years
59,Republic of Korea,male,1986,75+ years
377,Republic of Korea,male,1986,55-74 years
827,Republic of Korea,male,1986,35-54 years
671,Republic of Korea,male,1986,25-34 years
616,Republic of Korea,male,1986,15-24 years
30,Republic of Korea,female,1986,75+ years
250,Republic of Korea,female,1986,25-34 years
129,Republic of Korea,female,1986,55-74 years
237,Republic of Korea,female,1986,15-24 years
236,Republic of Korea,female,1986,35-54 years
18,Republic of Korea,male,1986,5-14 years
8,Republic of Korea,female,1986,5-14 years
44,Republic of Korea,male,1987,75+ years
380,Republic of Korea,male,1987,55-74 years
675,Republic of Korea,male,1987,25-34 years
781,Republic of Korea,male,1987,35-54 years
493,Republic of Korea,male,1987,15-24 years
30,Republic of Korea,female,1987,75+ years
152,Republic of Korea,female,1987,55-74 years
254,Republic of Korea,female,1987,25-34 years
229,Republic of Korea,female,1987,35-54 years
221,Republic of Korea,female,1987,15-24 years
27,Republic of Korea,male,1987,5-14 years
15,Republic of Korea,female,1987,5-14 years
44,Republic of Korea,male,1988,75+ years
281,Republic of Korea,male,1988,55-74 years
691,Republic of Korea,male,1988,35-54 years
575,Republic of Korea,male,1988,25-34 years
47,Republic of Korea,female,1988,75+ years
513,Republic of Korea,male,1988,15-24 years
141,Republic of Korea,female,1988,55-74 years
206,Republic of Korea,female,1988,25-34 years
212,Republic of Korea,female,1988,15-24 years
213,Republic of Korea,female,1988,35-54 years
14,Republic of Korea,male,1988,5-14 years
12,Republic of Korea,female,1988,5-14 years
59,Republic of Korea,male,1989,75+ years
314,Republic of Korea,male,1989,55-74 years
693,Republic of Korea,male,1989,35-54 years
574,Republic of Korea,male,1989,25-34 years
46,Republic of Korea,female,1989,75+ years
464,Republic of Korea,male,1989,15-24 years
136,Republic of Korea,female,1989,55-74 years
233,Republic of Korea,female,1989,25-34 years
262,Republic of Korea,female,1989,35-54 years
207,Republic of Korea,female,1989,15-24 years
20,Republic of Korea,male,1989,5-14 years
15,Republic of Korea,female,1989,5-14 years
53,Republic of Korea,male,1990,75+ years
352,Republic of Korea,male,1990,55-74 years
736,Republic of Korea,male,1990,35-54 years
550,Republic of Korea,male,1990,25-34 years
52,Republic of Korea,female,1990,75+ years
480,Republic of Korea,male,1990,15-24 years
269,Republic of Korea,female,1990,25-34 years
153,Republic of Korea,female,1990,55-74 years
232,Republic of Korea,female,1990,15-24 years
242,Republic of Korea,female,1990,35-54 years
26,Republic of Korea,male,1990,5-14 years
14,Republic of Korea,female,1990,5-14 years
55,Republic of Korea,male,1991,75+ years
331,Republic of Korea,male,1991,55-74 years
708,Republic of Korea,male,1991,35-54 years
568,Republic of Korea,male,1991,25-34 years
56,Republic of Korea,female,1991,75+ years
451,Republic of Korea,male,1991,15-24 years
154,Republic of Korea,female,1991,55-74 years
247,Republic of Korea,female,1991,25-34 years
256,Republic of Korea,female,1991,35-54 years
201,Republic of Korea,female,1991,15-24 years
26,Republic of Korea,male,1991,5-14 years
16,Republic of Korea,female,1991,5-14 years
56,Republic of Korea,male,1992,75+ years
438,Republic of Korea,male,1992,55-74 years
823,Republic of Korea,male,1992,35-54 years
644,Republic of Korea,male,1992,25-34 years
60,Republic of Korea,female,1992,75+ years
480,Republic of Korea,male,1992,15-24 years
182,Republic of Korea,female,1992,55-74 years
267,Republic of Korea,female,1992,25-34 years
312,Republic of Korea,female,1992,35-54 years
222,Republic of Korea,female,1992,15-24 years
26,Republic of Korea,male,1992,5-14 years
23,Republic of Korea,female,1992,5-14 years
91,Republic of Korea,male,1993,75+ years
524,Republic of Korea,male,1993,55-74 years
1040,Republic of Korea,male,1993,35-54 years
91,Republic of Korea,female,1993,75+ years
646,Republic of Korea,male,1993,25-34 years
522,Republic of Korea,male,1993,15-24 years
322,Republic of Korea,female,1993,25-34 years
207,Republic of Korea,female,1993,55-74 years
381,Republic of Korea,female,1993,35-54 years
253,Republic of Korea,female,1993,15-24 years
25,Republic of Korea,male,1993,5-14 years
22,Republic of Korea,female,1993,5-14 years
105,Republic of Korea,male,1994,75+ years
546,Republic of Korea,male,1994,55-74 years
93,Republic of Korea,female,1994,75+ years
1025,Republic of Korea,male,1994,35-54 years
681,Republic of Korea,male,1994,25-34 years
479,Republic of Korea,male,1994,15-24 years
264,Republic of Korea,female,1994,55-74 years
337,Republic of Korea,female,1994,25-34 years
383,Republic of Korea,female,1994,35-54 years
243,Republic of Korea,female,1994,15-24 years
30,Republic of Korea,female,1994,5-14 years
26,Republic of Korea,male,1994,5-14 years
126,Republic of Korea,male,1995,75+ years
638,Republic of Korea,male,1995,55-74 years
1265,Republic of Korea,male,1995,35-54 years
112,Republic of Korea,female,1995,75+ years
759,Republic of Korea,male,1995,25-34 years
501,Republic of Korea,male,1995,15-24 years
281,Republic of Korea,female,1995,55-74 years
373,Republic of Korea,female,1995,25-34 years
427,Republic of Korea,female,1995,35-54 years
301,Republic of Korea,female,1995,15-24 years
28,Republic of Korea,female,1995,5-14 years
30,Republic of Korea,male,1995,5-14 years
166,Republic of Korea,male,1996,75+ years
796,Republic of Korea,male,1996,55-74 years
1533,Republic of Korea,male,1996,35-54 years
150,Republic of Korea,female,1996,75+ years
893,Republic of Korea,male,1996,25-34 years
619,Republic of Korea,male,1996,15-24 years
314,Republic of Korea,female,1996,55-74 years
408,Republic of Korea,female,1996,25-34 years
367,Republic of Korea,female,1996,15-24 years
532,Republic of Korea,female,1996,35-54 years
44,Republic of Korea,female,1996,5-14 years
35,Republic of Korea,male,1996,5-14 years
198,Republic of Korea,male,1997,75+ years
868,Republic of Korea,male,1997,55-74 years
173,Republic of Korea,female,1997,75+ years
1656,Republic of Korea,male,1997,35-54 years
881,Republic of Korea,male,1997,25-34 years
528,Republic of Korea,male,1997,15-24 years
341,Republic of Korea,female,1997,55-74 years
458,Republic of Korea,female,1997,25-34 years
535,Republic of Korea,female,1997,35-54 years
321,Republic of Korea,female,1997,15-24 years
34,Republic of Korea,female,1997,5-14 years
31,Republic of Korea,male,1997,5-14 years
258,Republic of Korea,male,1998,75+ years
1398,Republic of Korea,male,1998,55-74 years
2644,Republic of Korea,male,1998,35-54 years
230,Republic of Korea,female,1998,75+ years
1240,Republic of Korea,male,1998,25-34 years
629,Republic of Korea,male,1998,15-24 years
479,Republic of Korea,female,1998,55-74 years
533,Republic of Korea,female,1998,25-34 years
714,Republic of Korea,female,1998,35-54 years
371,Republic of Korea,female,1998,15-24 years
42,Republic of Korea,female,1998,5-14 years
31,Republic of Korea,male,1998,5-14 years
252,Republic of Korea,male,1999,75+ years
1201,Republic of Korea,male,1999,55-74 years
2087,Republic of Korea,male,1999,35-54 years
213,Republic of Korea,female,1999,75+ years
901,Republic of Korea,male,1999,25-34 years
464,Republic of Korea,female,1999,55-74 years
496,Republic of Korea,male,1999,15-24 years
683,Republic of Korea,female,1999,35-54 years
411,Republic of Korea,female,1999,25-34 years
306,Republic of Korea,female,1999,15-24 years
30,Republic of Korea,female,1999,5-14 years
31,Republic of Korea,male,1999,5-14 years
282,Republic of Korea,male,2000,75+ years
1133,Republic of Korea,male,2000,55-74 years
238,Republic of Korea,female,2000,75+ years
1890,Republic of Korea,male,2000,35-54 years
748,Republic of Korea,male,2000,25-34 years
481,Republic of Korea,female,2000,55-74 years
408,Republic of Korea,male,2000,15-24 years
616,Republic of Korea,female,2000,35-54 years
353,Republic of Korea,female,2000,25-34 years
265,Republic of Korea,female,2000,15-24 years
20,Republic of Korea,male,2000,5-14 years
10,Republic of Korea,female,2000,5-14 years
328,Republic of Korea,male,2001,75+ years
1331,Republic of Korea,male,2001,55-74 years
306,Republic of Korea,female,2001,75+ years
1989,Republic of Korea,male,2001,35-54 years
835,Republic of Korea,male,2001,25-34 years
520,Republic of Korea,female,2001,55-74 years
640,Republic of Korea,female,2001,35-54 years
356,Republic of Korea,male,2001,15-24 years
344,Republic of Korea,female,2001,25-34 years
228,Republic of Korea,female,2001,15-24 years
21,Republic of Korea,female,2001,5-14 years
13,Republic of Korea,male,2001,5-14 years
489,Republic of Korea,male,2002,75+ years
491,Republic of Korea,female,2002,75+ years
1648,Republic of Korea,male,2002,55-74 years
2444,Republic of Korea,male,2002,35-54 years
970,Republic of Korea,male,2002,25-34 years
664,Republic of Korea,female,2002,55-74 years
845,Republic of Korea,female,2002,35-54 years
374,Republic of Korea,male,2002,15-24 years
401,Republic of Korea,female,2002,25-34 years
254,Republic of Korea,female,2002,15-24 years
17,Republic of Korea,female,2002,5-14 years
14,Republic of Korea,male,2002,5-14 years
674,Republic of Korea,male,2003,75+ years
2239,Republic of Korea,male,2003,55-74 years
601,Republic of Korea,female,2003,75+ years
3005,Republic of Korea,male,2003,35-54 years
1086,Republic of Korea,male,2003,25-34 years
855,Republic of Korea,female,2003,55-74 years
1091,Republic of Korea,female,2003,35-54 years
495,Republic of Korea,male,2003,15-24 years
503,Republic of Korea,female,2003,25-34 years
316,Republic of Korea,female,2003,15-24 years
18,Republic of Korea,female,2003,5-14 years
15,Republic of Korea,male,2003,5-14 years
722,Republic of Korea,male,2004,75+ years
2574,Republic of Korea,male,2004,55-74 years
695,Republic of Korea,female,2004,75+ years
3227,Republic of Korea,male,2004,35-54 years
969,Republic of Korea,female,2004,55-74 years
912,Republic of Korea,male,2004,25-34 years
1154,Republic of Korea,female,2004,35-54 years
496,Republic of Korea,female,2004,25-34 years
423,Republic of Korea,male,2004,15-24 years
277,Republic of Korea,female,2004,15-24 years
22,Republic of Korea,female,2004,5-14 years
21,Republic of Korea,male,2004,5-14 years
780,Republic of Korea,male,2005,75+ years
2680,Republic of Korea,male,2005,55-74 years
700,Republic of Korea,female,2005,75+ years
3109,Republic of Korea,male,2005,35-54 years
986,Republic of Korea,female,2005,55-74 years
1010,Republic of Korea,male,2005,25-34 years
679,Republic of Korea,female,2005,25-34 years
1179,Republic of Korea,female,2005,35-54 years
421,Republic of Korea,female,2005,15-24 years
426,Republic of Korea,male,2005,15-24 years
20,Republic of Korea,female,2005,5-14 years
21,Republic of Korea,male,2005,5-14 years
722,Republic of Korea,male,2006,75+ years
2506,Republic of Korea,male,2006,55-74 years
700,Republic of Korea,female,2006,75+ years
2878,Republic of Korea,male,2006,35-54 years
895,Republic of Korea,female,2006,55-74 years
764,Republic of Korea,male,2006,25-34 years
1036,Republic of Korea,female,2006,35-54 years
490,Republic of Korea,female,2006,25-34 years
342,Republic of Korea,male,2006,15-24 years
285,Republic of Korea,female,2006,15-24 years
20,Republic of Korea,female,2006,5-14 years
15,Republic of Korea,male,2006,5-14 years
860,Republic of Korea,male,2007,75+ years
2553,Republic of Korea,male,2007,55-74 years
743,Republic of Korea,female,2007,75+ years
2902,Republic of Korea,male,2007,35-54 years
984,Republic of Korea,female,2007,55-74 years
997,Republic of Korea,male,2007,25-34 years
908,Republic of Korea,female,2007,25-34 years
1297,Republic of Korea,female,2007,35-54 years
467,Republic of Korea,female,2007,15-24 years
410,Republic of Korea,male,2007,15-24 years
28,Republic of Korea,female,2007,5-14 years
25,Republic of Korea,male,2007,5-14 years
828,Republic of Korea,male,2008,75+ years
2686,Republic of Korea,male,2008,55-74 years
755,Republic of Korea,female,2008,75+ years
3265,Republic of Korea,male,2008,35-54 years
943,Republic of Korea,female,2008,25-34 years
977,Republic of Korea,male,2008,25-34 years
964,Republic of Korea,female,2008,55-74 years
1500,Republic of Korea,female,2008,35-54 years
481,Republic of Korea,male,2008,15-24 years
410,Republic of Korea,female,2008,15-24 years
26,Republic of Korea,female,2008,5-14 years
23,Republic of Korea,male,2008,5-14 years
1006,Republic of Korea,male,2009,75+ years
3025,Republic of Korea,male,2009,55-74 years
920,Republic of Korea,female,2009,75+ years
4048,Republic of Korea,male,2009,35-54 years
1260,Republic of Korea,male,2009,25-34 years
1121,Republic of Korea,female,2009,25-34 years
1152,Republic of Korea,female,2009,55-74 years
1780,Republic of Korea,female,2009,35-54 years
549,Republic of Korea,male,2009,15-24 years
460,Republic of Korea,female,2009,15-24 years
42,Republic of Korea,female,2009,5-14 years
39,Republic of Korea,male,2009,5-14 years
1152,Republic of Korea,male,2010,75+ years
3298,Republic of Korea,male,2010,55-74 years
914,Republic of Korea,female,2010,75+ years
4050,Republic of Korea,male,2010,35-54 years
1301,Republic of Korea,male,2010,25-34 years
1200,Republic of Korea,female,2010,55-74 years
972,Republic of Korea,female,2010,25-34 years
1745,Republic of Korea,female,2010,35-54 years
493,Republic of Korea,male,2010,15-24 years
372,Republic of Korea,female,2010,15-24 years
34,Republic of Korea,female,2010,5-14 years
27,Republic of Korea,male,2010,5-14 years
1276,Republic of Korea,male,2011,75+ years
3393,Republic of Korea,male,2011,55-74 years
894,Republic of Korea,female,2011,75+ years
4255,Republic of Korea,male,2011,35-54 years
1384,Republic of Korea,male,2011,25-34 years
1178,Republic of Korea,female,2011,55-74 years
901,Republic of Korea,female,2011,25-34 years
1694,Republic of Korea,female,2011,35-54 years
528,Republic of Korea,male,2011,15-24 years
347,Republic of Korea,female,2011,15-24 years
30,Republic of Korea,male,2011,5-14 years
26,Republic of Korea,female,2011,5-14 years
1137,Republic of Korea,male,2012,75+ years
3039,Republic of Korea,male,2012,55-74 years
887,Republic of Korea,female,2012,75+ years
3732,Republic of Korea,male,2012,35-54 years
1210,Republic of Korea,male,2012,25-34 years
1060,Republic of Korea,female,2012,55-74 years
733,Republic of Korea,female,2012,25-34 years
1539,Republic of Korea,female,2012,35-54 years
475,Republic of Korea,male,2012,15-24 years
299,Republic of Korea,female,2012,15-24 years
28,Republic of Korea,male,2012,5-14 years
20,Republic of Korea,female,2012,5-14 years
1191,Republic of Korea,male,2013,75+ years
3136,Republic of Korea,male,2013,55-74 years
816,Republic of Korea,female,2013,75+ years
4112,Republic of Korea,male,2013,35-54 years
1126,Republic of Korea,male,2013,25-34 years
1004,Republic of Korea,female,2013,55-74 years
698,Republic of Korea,female,2013,25-34 years
1550,Republic of Korea,female,2013,35-54 years
473,Republic of Korea,male,2013,15-24 years
283,Republic of Korea,female,2013,15-24 years
21,Republic of Korea,male,2013,5-14 years
16,Republic of Korea,female,2013,5-14 years
1090,Republic of Korea,male,2014,75+ years
2952,Republic of Korea,male,2014,55-74 years
4085,Republic of Korea,male,2014,35-54 years
721,Republic of Korea,female,2014,75+ years
1133,Republic of Korea,male,2014,25-34 years
643,Republic of Korea,female,2014,25-34 years
961,Republic of Korea,female,2014,55-74 years
1506,Republic of Korea,female,2014,35-54 years
453,Republic of Korea,male,2014,15-24 years
257,Republic of Korea,female,2014,15-24 years
22,Republic of Korea,male,2014,5-14 years
11,Republic of Korea,female,2014,5-14 years
1329,Republic of Korea,male,2015,75+ years
3123,Republic of Korea,male,2015,55-74 years
750,Republic of Korea,female,2015,75+ years
3678,Republic of Korea,male,2015,35-54 years
988,Republic of Korea,male,2015,25-34 years
990,Republic of Korea,female,2015,55-74 years
572,Republic of Korea,female,2015,25-34 years
1372,Republic of Korea,female,2015,35-54 years
421,Republic of Korea,male,2015,15-24 years
256,Republic of Korea,female,2015,15-24 years
17,Republic of Korea,male,2015,5-14 years
14,Republic of Korea,female,2015,5-14 years
138,Romania,male,1989,75+ years
734,Romania,male,1989,35-54 years
470,Romania,male,1989,55-74 years
333,Romania,male,1989,25-34 years
69,Romania,female,1989,75+ years
197,Romania,male,1989,15-24 years
189,Romania,female,1989,55-74 years
237,Romania,female,1989,35-54 years
67,Romania,female,1989,25-34 years
75,Romania,female,1989,15-24 years
14,Romania,male,1989,5-14 years
6,Romania,female,1989,5-14 years
97,Romania,male,1990,75+ years
413,Romania,male,1990,55-74 years
607,Romania,male,1990,35-54 years
210,Romania,male,1990,25-34 years
64,Romania,female,1990,75+ years
177,Romania,male,1990,15-24 years
196,Romania,female,1990,55-74 years
167,Romania,female,1990,35-54 years
57,Romania,female,1990,25-34 years
69,Romania,female,1990,15-24 years
19,Romania,male,1990,5-14 years
3,Romania,female,1990,5-14 years
110,Romania,male,1991,75+ years
487,Romania,male,1991,55-74 years
645,Romania,male,1991,35-54 years
229,Romania,male,1991,25-34 years
65,Romania,female,1991,75+ years
183,Romania,female,1991,55-74 years
152,Romania,male,1991,15-24 years
161,Romania,female,1991,35-54 years
60,Romania,female,1991,25-34 years
52,Romania,female,1991,15-24 years
15,Romania,male,1991,5-14 years
2,Romania,female,1991,5-14 years
130,Romania,male,1992,75+ years
610,Romania,male,1992,55-74 years
807,Romania,male,1992,35-54 years
282,Romania,male,1992,25-34 years
69,Romania,female,1992,75+ years
235,Romania,male,1992,15-24 years
189,Romania,female,1992,55-74 years
188,Romania,female,1992,35-54 years
58,Romania,female,1992,25-34 years
65,Romania,female,1992,15-24 years
13,Romania,male,1992,5-14 years
4,Romania,female,1992,5-14 years
943,Romania,male,1993,35-54 years
101,Romania,male,1993,75+ years
607,Romania,male,1993,55-74 years
326,Romania,male,1993,25-34 years
62,Romania,female,1993,75+ years
197,Romania,male,1993,15-24 years
217,Romania,female,1993,55-74 years
194,Romania,female,1993,35-54 years
51,Romania,female,1993,25-34 years
57,Romania,female,1993,15-24 years
17,Romania,male,1993,5-14 years
2,Romania,female,1993,5-14 years
125,Romania,male,1994,75+ years
993,Romania,male,1994,35-54 years
608,Romania,male,1994,55-74 years
329,Romania,male,1994,25-34 years
222,Romania,male,1994,15-24 years
55,Romania,female,1994,75+ years
221,Romania,female,1994,55-74 years
190,Romania,female,1994,35-54 years
61,Romania,female,1994,25-34 years
57,Romania,female,1994,15-24 years
21,Romania,male,1994,5-14 years
5,Romania,female,1994,5-14 years
1021,Romania,male,1995,35-54 years
99,Romania,male,1995,75+ years
579,Romania,male,1995,55-74 years
323,Romania,male,1995,25-34 years
223,Romania,male,1995,15-24 years
193,Romania,female,1995,55-74 years
35,Romania,female,1995,75+ years
191,Romania,female,1995,35-54 years
65,Romania,female,1995,25-34 years
49,Romania,female,1995,15-24 years
11,Romania,male,1995,5-14 years
4,Romania,female,1995,5-14 years
1059,Romania,male,1996,35-54 years
110,Romania,male,1996,75+ years
615,Romania,male,1996,55-74 years
302,Romania,male,1996,25-34 years
234,Romania,male,1996,15-24 years
196,Romania,female,1996,55-74 years
39,Romania,female,1996,75+ years
177,Romania,female,1996,35-54 years
42,Romania,female,1996,25-34 years
37,Romania,female,1996,15-24 years
15,Romania,male,1996,5-14 years
2,Romania,female,1996,5-14 years
1052,Romania,male,1997,35-54 years
109,Romania,male,1997,75+ years
622,Romania,male,1997,55-74 years
369,Romania,male,1997,25-34 years
207,Romania,male,1997,15-24 years
46,Romania,female,1997,75+ years
173,Romania,female,1997,55-74 years
172,Romania,female,1997,35-54 years
48,Romania,female,1997,15-24 years
41,Romania,female,1997,25-34 years
16,Romania,male,1997,5-14 years
4,Romania,female,1997,5-14 years
1082,Romania,male,1998,35-54 years
125,Romania,male,1998,75+ years
616,Romania,male,1998,55-74 years
332,Romania,male,1998,25-34 years
176,Romania,male,1998,15-24 years
168,Romania,female,1998,55-74 years
39,Romania,female,1998,75+ years
175,Romania,female,1998,35-54 years
52,Romania,female,1998,25-34 years
54,Romania,female,1998,15-24 years
19,Romania,male,1998,5-14 years
0,Romania,female,1998,5-14 years
125,Romania,male,1999,75+ years
945,Romania,male,1999,35-54 years
613,Romania,male,1999,55-74 years
322,Romania,male,1999,25-34 years
195,Romania,male,1999,15-24 years
53,Romania,female,1999,75+ years
183,Romania,female,1999,55-74 years
163,Romania,female,1999,35-54 years
51,Romania,female,1999,25-34 years
47,Romania,female,1999,15-24 years
35,Romania,male,1999,5-14 years
4,Romania,female,1999,5-14 years
978,Romania,male,2000,35-54 years
658,Romania,male,2000,55-74 years
114,Romania,male,2000,75+ years
364,Romania,male,2000,25-34 years
65,Romania,female,2000,75+ years
188,Romania,male,2000,15-24 years
171,Romania,female,2000,55-74 years
179,Romania,female,2000,35-54 years
